"Record_ID","Form_ID","Gender","Space","Large_Psgr","Legs_on_Seat","Bag"
1362,39,"M","18e",0,0,1
1363,39,"M","24b",0,0,0
1364,40,"F","01a",0,0,0
1365,40,"F","04a",0,0,0
1366,40,"M","08a",0,0,0
1367,40,"M","09a",0,0,0
1368,40,"F","09e",0,0,0
1369,40,"F","14a",0,0,0
1370,40,"M","14e",0,0,0
1371,40,"M","20e",0,0,0
1372,40,"M","21a",0,0,0
1373,41,"M","01a",0,0,0
1375,41,"M","03e",0,0,0
1374,41,"M","04a",0,0,0
1376,41,"M","07a",0,0,0
1377,41,"M","07e",0,0,0
1378,41,"M","08a",0,0,0
1379,41,"M","09a",0,0,0
1380,41,"M","09e",0,0,0
1381,41,"M","10a",0,0,0
1382,41,"F","12a",0,0,0
1383,41,"F","12e",0,0,0
1384,41,"F","14a",0,0,0
1385,41,"M","14e",0,0,0
1386,41,"F","16a",0,0,0
1387,41,"M","17a",0,0,0
1388,41,"M","17e",0,0,0
1389,41,"F","18a",0,0,0
1390,41,"F","18e",0,0,0
1391,41,"M","19e",0,0,0
1392,41,"M","20a",0,0,0
1393,41,"F","20e",0,0,0
1394,41,"F","21e",0,0,0
1395,41,"F","22a",0,0,0
1397,41,"F","22e",0,0,0
1398,41,"F","23a",0,0,0
1399,41,"F","23e",0,0,0
1400,41,"M","24a",0,0,0
1401,41,"M","24e",0,0,0
1402,41,"M","25a",0,0,0
1403,41,"M","27a",0,0,0
1404,41,"2","27d",0,0,0
1405,42,"M","01a",0,0,0
1406,42,"M","04a",0,0,0
1407,42,"M","05d",0,0,0
1408,42,"M","06a",0,0,0
1409,42,"M","07a",0,0,0
1410,42,"F","07e",0,0,0
1411,42,"M","09a",0,0,0
1412,42,"F","09e",0,0,0
1413,42,"M","10e",0,0,0
1414,42,"F","14a",0,0,0
1415,42,"F","14e",0,0,0
1416,42,"F","17a",0,0,0
1417,42,"F","19a",0,0,0
1418,42,"M","19e",0,0,0
1419,42,"F","20e",0,0,0
1420,42,"F","22a",0,0,0
1421,42,"F","22e",0,0,0
1422,42,"F","24a",0,0,0
1423,42,"M","24e",0,0,0
1424,42,"F","27a",0,0,0
1425,42,"F","27e",0,0,0
1426,42,"F","30e",0,0,0
1427,43,"M","01a",0,0,0
1428,43,"F","04a",0,0,0
1429,43,"M","04e",0,0,0
1430,43,"F","05d",0,0,0
1431,43,"M","07e",0,0,0
1432,43,"M","08a",0,0,0
1433,43,"M","10a",0,0,0
1434,43,"M","10e",0,0,0
1435,43,"M","12e",0,0,0
1436,43,"M","14a",0,0,0
1437,43,"M","14e",0,0,0
1438,43,"M","17e",0,0,0
1439,43,"M","19e",0,0,0
1440,43,"M","20e",0,0,0
1441,43,"F","21a",0,0,0
1442,43,"M","21e",0,0,0
1443,43,"M","23e",0,0,0
1444,43,"M","24a",0,0,0
1445,43,"F","24e",0,0,0
1446,43,"G","27a",0,0,0
1447,43,"F","28a",0,0,0
1448,43,"M","29e",0,0,0
1449,43,"B","30e",0,0,0
1450,44,"M","01a",0,0,0
1451,44,"F","04a",0,0,0
1452,44,"F","04e",0,0,0
1453,44,"M","05c",0,0,0
1454,44,"F","05e",0,0,0
1455,44,"M","06a",0,0,0
1456,44,"M","06e",0,0,0
1457,44,"F","07a",0,0,0
1458,44,"F","07e",0,0,0
1459,44,"F","08a",0,0,0
1460,44,"F","09a",0,0,0
1461,44,"M","09e",0,0,0
1462,44,"M","10e",0,0,0
1463,44,"M","11a",0,0,0
1464,44,"F","11e",0,0,0
1465,44,"F","12a",0,0,0
1466,44,"M","13e",0,0,0
1467,44,"M","14a",0,0,0
1468,44,"F","14e",0,0,0
1469,44,"M","15a",0,0,0
1470,44,"M","15b",0,0,0
1471,44,"F","15e",0,0,0
1472,44,"M","17a",0,0,0
1473,44,"M","17e",0,0,0
1474,44,"M","19a",0,0,0
1475,44,"F","19e",0,0,0
1476,44,"F","21a",0,0,0
1477,44,"M","22e",0,0,0
1478,44,"F","24b",0,0,0
1479,44,"F","24e",0,0,0
1480,44,"M","27e",0,0,0
1481,44,"M","28a",0,0,0
1482,44,"F","29e",0,0,0
1483,44,"F","30e",0,0,0
1484,45,"M","01a",0,0,0
1485,45,"F","04a",0,0,0
1486,45,"M","04e",0,0,0
1487,45,"M","06a",0,0,0
1488,45,"F","07a",0,0,0
1489,45,"F","07e",0,0,0
1490,45,"F","10a",0,0,0
1491,45,"F","11a",0,0,0
1492,45,"M","14a",0,0,0
1493,45,"M","14e",0,0,0
1494,45,"F","17a",0,0,0
1495,45,"F","17e",0,0,0
1496,45,"F","20e",0,0,0
1497,45,"M","24a",0,0,0
1498,46,"F","01a",0,0,0
1499,46,"B","01f",0,0,0
1500,46,"F","02f",0,0,0
1501,46,"F","03f",0,0,0
1504,46,"2","05e",0,0,0
1503,46,"M","05f",0,0,0
1505,46,"F","07a",0,0,0
1506,46,"M","08a",0,0,0
1507,46,"F","08f",0,0,0
1508,46,"F","09f",0,0,0
1509,46,"F","10a",0,0,0
1510,46,"F","10f",0,0,0
1511,46,"F","11f",0,0,0
1512,46,"F","12a",0,0,0
1513,46,"F","12f",0,0,0
1514,46,"F","13a",0,0,0
1515,46,"F","13f",0,0,0
1516,46,"M","14a",0,0,0
1517,46,"1","14f",0,0,0
1518,46,"F","15a",0,0,0
1519,46,"F","15f",1,0,0
1520,46,"F","16a",0,0,0
1521,46,"M","16f",0,0,0
1522,46,"F","18a",0,0,0
1523,46,"F","18f",0,0,0
1524,46,"F","20a",0,0,0
1525,46,"M","20d",0,0,0
1527,46,"F","21a",0,0,0
1528,46,"F","21f",0,0,0
1529,46,"F","22a",0,0,0
1530,46,"F","23f",0,0,0
1531,46,"G","24f",0,0,0
1533,46,"F","25a",0,0,0
1535,46,"F","25f",0,0,0
1536,46,"M","26a",0,0,0
1538,46,"M","27f",0,0,0
1539,46,"M","29a",0,0,0
1540,46,"M","29f",0,0,0
1542,47,"F","01a",0,0,0
1543,47,"M","02f",0,0,0
1544,47,"M","05a",0,0,0
1545,47,"M","05f",0,0,0
1546,47,"F","07a",0,0,0
1547,47,"F","07f",0,0,0
1548,47,"F","08a",0,0,0
1549,47,"M","09f",0,0,0
1550,47,"M","10a",0,0,0
1551,47,"F","10f",0,0,0
1552,47,"M","12a",0,0,0
1553,47,"F","13a",0,0,0
1554,47,"M","13f",0,0,0
1555,47,"F","14a",0,0,0
1556,47,"F","16a",0,0,0
1557,47,"F","16f",0,0,0
1558,47,"F","17f",0,0,0
1559,47,"F","18a",0,0,0
1560,47,"F","18f",0,0,0
1561,47,"M","21a",0,0,0
1562,47,"M","21f",0,0,0
1563,47,"M","23a",0,0,0
1564,47,"F","23f",0,0,0
1565,47,"F","24a",0,0,0
1566,47,"F","24f",0,0,0
1567,47,"B","26a",0,0,0
1568,47,"M","26f",0,0,0
1569,47,"M","29a",0,0,0
1570,47,"F","29f",0,0,0
1572,48,"F","01a",0,0,0
1573,48,"F","01f",0,0,0
1574,48,"F","02a",0,0,0
1575,48,"F","02f",0,0,0
1576,48,"M","03a",0,0,0
1577,48,"M","03b",0,0,0
1578,48,"M","03f",0,0,0
1579,48,"M","04a",0,0,0
1580,48,"F","04c",0,0,0
1581,48,"M","05a",0,0,0
1582,48,"F","05f",0,0,0
1583,48,"F","06a",0,0,0
1584,48,"M","06f",0,0,0
1585,48,"G","07a",0,0,0
1586,48,"M","07f",0,0,0
1587,48,"F","08a",0,0,0
1588,48,"F","09a",0,0,0
1589,48,"F","09f",0,0,0
1590,48,"F","10a",0,0,0
1591,48,"M","10b",0,0,0
1592,48,"F","10f",0,0,0
1593,48,"M","11f",0,0,0
1594,48,"F","12f",0,0,0
1595,48,"M","13a",0,0,0
1596,48,"M","13f",0,0,0
1597,48,"M","15a",0,0,0
1598,48,"M","15f",0,0,0
1599,48,"F","16f",0,0,0
1600,48,"F","18a",0,0,0
1602,48,"M","18f",0,0,0
1603,48,"M","19a",0,0,0
1604,48,"M","19f",0,0,0
1605,48,"M","20f",0,0,0
1606,48,"M","21a",0,0,0
1607,48,"F","21f",0,0,0
1608,48,"M","23a",0,0,0
1609,48,"M","23f",0,0,0
1610,48,"F","24f",0,0,0
1611,48,"M","25a",0,0,0
1612,48,"M","26a",0,0,0
1613,48,"M","26f",0,0,0
1614,48,"M","27f",0,0,0
1615,48,"M","28a",0,0,0
1616,48,"F","29b",0,0,0
1617,48,"M","29e",0,0,0
1618,49,"F","01a",0,0,0
1619,49,"F","05a",0,0,0
1620,49,"F","05f",0,0,0
1621,49,"M","10a",0,0,0
1622,49,"M","10f",0,0,0
1623,49,"M","13a",0,0,0
1624,49,"M","13f",0,0,0
1625,49,"F","16a",0,0,0
1626,49,"F","18a",0,0,0
1627,49,"M","18f",0,0,0
1628,49,"F","21a",0,0,0
1629,49,"F","21f",0,0,0
1630,49,"F","26f",0,0,0
1631,49,"M","30f",0,0,0
1632,50,"F","01f",0,0,0
1633,50,"F","02a",0,0,0
1634,50,"F","02f",0,0,0
1635,50,"F","05a",0,0,0
1636,50,"M","05f",0,0,0
1637,50,"F","07a",0,0,0
1638,50,"M","07f",0,0,0
1639,50,"F","08f",0,0,0
1640,50,"M","10a",0,0,0
1641,50,"M","10f",0,0,0
1642,50,"M","13a",0,0,0
1643,50,"F","13f",0,0,0
1644,50,"F","14f",0,0,0
1645,50,"F","15a",0,0,0
1646,50,"M","17a",0,0,0
1647,50,"G","17f",0,0,0
1648,50,"M","18a",0,0,0
1649,50,"M","18f",0,0,0
1650,50,"M","19f",0,0,0
1651,50,"F","20c",0,0,0
1652,50,"M","20f",0,0,0
1653,50,"M","21a",0,0,0
1654,50,"F","21f",0,0,0
1655,50,"F","22f",0,0,0
1656,50,"M","23a",0,0,0
1657,50,"F","23f",0,0,0
1658,50,"M","25a",0,0,0
1659,50,"F","25f",0,0,0
1660,50,"M","26a",0,0,0
1661,50,"M","26f",0,0,0
1662,50,"F","29f",0,0,0
1663,51,"M","01a",0,0,0
1664,51,"M","05a",0,0,0
1665,51,"M","05f",0,0,0
1666,51,"M","10a",0,0,0
1667,51,"M","10f",0,0,0
1668,51,"M","13a",0,0,0
1669,51,"M","13f",0,0,0
1670,51,"M","16f",0,0,0
1671,51,"F","18a",0,0,0
1672,51,"M","18f",0,0,0
1673,51,"B","21a",0,0,0
1674,51,"M","21f",0,0,0
1675,51,"F","22a",0,0,0
1676,51,"M","26a",0,0,0
1677,51,"F","27c",0,0,0
1678,51,"F","28a",0,0,0
1679,51,"M","29f",0,0,0
1680,52,"M","02a",0,0,0
1682,52,"M","06a",0,0,0
1684,52,"F","06f",0,0,0
1683,52,"M","07a",0,0,0
1685,52,"F","08a",0,0,0
1688,52,"M","08f",0,0,0
1689,52,"F","09f",0,0,0
1687,52,"F","10a",0,0,0
1690,52,"F","13a",0,0,0
1691,52,"F","13f",0,0,0
1692,52,"F","14a",0,0,0
1693,52,"M","14f",0,0,0
1694,52,"F","15a",0,0,0
1695,52,"F","16a",0,0,0
1696,52,"F","18a",0,0,0
1697,52,"F","18f",0,0,0
1698,52,"F","21a",0,0,0
1699,52,"M","21f",0,0,0
1700,52,"M","22f",0,0,0
1701,52,"F","24a",0,0,0
1702,52,"F","25a",0,0,0
1703,52,"M","25f",0,0,0
1704,52,"F","26a",0,0,0
1705,52,"M","29a",0,0,0
1706,52,"M","29f",0,0,0
1707,52,"F","30a",0,0,0
1708,53,"M","02a",0,0,0
1709,53,"M","05a",0,0,0
1710,53,"F","05f",0,0,0
1711,53,"F","06a",0,0,0
1712,53,"M","06f",0,0,0
1713,53,"M","10f",0,0,0
1714,53,"M","15a",0,0,0
1715,53,"F","16a",0,0,0
1716,53,"M","17a",0,0,0
1717,54,"F","01f",0,0,0
1718,54,"F","02a",0,0,0
1719,54,"M","03d",0,0,0
1720,54,"M","05a",0,0,0
1721,54,"F","05f",0,0,0
1722,54,"M","07a",0,0,0
1723,54,"F","08a",0,0,0
1724,54,"M","08f",0,0,0
1725,54,"F","10a",0,0,0
1726,54,"M","10f",0,0,0
1727,54,"M","11a",0,0,0
1728,54,"F","13a",0,0,0
1729,54,"M","14a",0,0,0
1730,54,"B","15a",0,0,0
1731,54,"M","15f",0,0,0
1732,54,"F","16a",0,0,0
1733,54,"F","16f",0,0,0
1734,54,"M","18a",0,0,0
1735,54,"M","18f",0,0,0
1736,54,"M","19f",0,0,0
1737,54,"M","21a",0,0,0
1738,54,"M","21f",0,0,0
1739,54,"M","23a",0,0,0
1740,54,"F","25a",0,0,0
1741,54,"F","26a",0,0,0
1742,54,"F","26f",0,0,0
1743,54,"F","28d",0,0,0
1744,54,"F","29a",0,0,0
1745,54,"F","30f",0,0,0
1746,55,"F","01f",0,0,0
1748,55,"F","02a",0,0,0
1751,55,"M","03d",0,0,0
1750,55,"M","03e",0,0,0
1749,55,"M","03f",0,0,0
1752,55,"M","05a",0,0,0
1753,55,"F","05f",0,0,0
1754,55,"1","06a",0,0,0
1755,55,"M","07a",1,0,0
1756,55,"F","07f",0,0,0
1757,55,"F","08a",0,0,0
1758,55,"M","08f",0,0,0
1759,55,"F","09a",0,0,0
1760,55,"F","10a",0,0,0
1761,55,"M","10f",0,0,0
1762,55,"M","11a",0,0,0
1763,55,"M","12a",0,0,0
1764,55,"F","12f",0,0,0
1765,55,"F","13a",0,0,0
1766,55,"M","13f",0,0,0
1767,55,"M","14a",0,0,0
1768,55,"B","15a",0,0,0
1769,55,"M","15f",0,0,0
1770,55,"F","16a",0,0,0
1771,55,"F","16f",0,0,0
1772,55,"M","17f",0,0,0
1773,55,"M","18a",0,0,0
1774,55,"M","18f",0,0,0
1775,55,"M","19f",0,0,0
1776,55,"M","20f",0,0,0
1777,55,"M","21a",0,0,0
1778,55,"M","21f",0,0,0
1779,55,"M","23a",0,0,0
1780,55,"M","23f",0,0,0
1781,55,"M","24f",0,0,0
1782,55,"F","25a",0,0,0
1783,55,"M","25f",0,0,0
1784,55,"F","26a",0,0,0
1785,55,"F","26f",0,0,0
1786,55,"M","27e",0,0,0
1787,55,"F","29a",0,0,0
1788,55,"F","30f",0,0,0
1789,56,"M","02a",0,0,0
1790,56,"M","10f",0,0,0
1791,56,"F","13a",0,0,0
1792,56,"M","21f",0,0,0
1793,57,"M","02a",0,0,0
1794,57,"M","10f",0,0,0
1795,57,"M","15a",0,0,0
1796,57,"F","16a",0,0,0
1797,57,"M","17a",0,0,0
1798,57,"M","21a",0,0,0
1799,57,"M","21f",0,0,0
1800,58,"F","01f",0,0,0
1801,58,"M","02a",0,0,0
1802,58,"F","05a",0,0,0
1803,58,"F","05f",0,0,0
1804,58,"F","06a",0,0,0
1805,58,"F","07f",0,0,0
1806,58,"F","08f",0,0,0
1807,58,"F","09a",0,0,0
1808,58,"F","10f",0,0,0
1809,58,"F","11f",0,0,0
1810,58,"F","13a",0,0,0
1811,58,"F","13f",0,0,0
1812,58,"M","15a",0,0,0
1813,58,"M","15f",0,0,0
1814,58,"M","16a",0,0,0
1815,58,"M","18a",0,0,0
1816,58,"F","18f",0,0,0
1817,58,"M","21a",0,0,0
1818,58,"F","21f",0,0,0
1819,58,"F","23a",0,0,0
1820,58,"F","23f",0,0,0
1821,58,"F","24a",0,0,0
1822,58,"F","24f",0,0,0
1823,58,"M","25f",0,0,0
1824,58,"F","26a",0,0,0
1825,58,"M","26f",0,0,0
1826,58,"M","28a",0,0,0
1827,58,"F","29a",0,0,0
1828,58,"F","29f",0,0,0
1829,60,"F","01a",0,0,0
1830,60,"F","01f",0,0,0
1831,60,"M","02a",0,0,0
1832,60,"M","02f",0,0,0
1833,60,"M","03a",0,0,0
1834,60,"M","03c",0,0,0
1835,60,"M","03f",0,0,0
1836,60,"M","05a",0,0,0
1837,60,"M","05f",0,0,0
1838,60,"M","06a",0,0,0
1839,60,"M","06f",0,0,0
1840,60,"M","07a",0,0,0
1841,60,"F","07f",0,0,0
1842,60,"F","08a",0,0,0
1843,60,"F","08f",0,0,0
1844,60,"F","10a",0,0,0
1845,60,"F","10f",0,0,0
1846,60,"M","12f",0,0,0
1848,60,"M","13a",0,0,0
1849,60,"F","13f",0,0,0
1851,60,"B","14f",0,0,0
1850,60,"M","15a",0,0,0
1852,60,"G","15f",0,0,0
1854,60,"M","16a",0,0,0
1855,60,"G","17f",0,0,0
1856,60,"M","18a",0,0,0
1857,60,"F","18f",0,0,0
1858,60,"F","19b",0,0,0
1859,60,"M","19f",0,0,0
1860,60,"M","20a",0,0,0
1861,60,"M","21a",0,0,0
1862,60,"M","21f",0,0,0
1863,60,"M","22a",0,0,0
1864,60,"M","22f",0,0,0
1865,60,"F","23a",0,0,0
1866,60,"F","23f",0,0,0
1867,60,"F","24a",0,0,0
1868,60,"M","24f",0,0,0
1869,60,"F","25f",0,0,0
1870,60,"M","26a",0,0,0
1871,60,"F","26f",0,0,0
1872,60,"F","27a",0,0,0
1873,60,"M","28a",0,0,0
1874,60,"F","29a",0,0,0
1875,60,"F","29f",0,0,0
1876,60,"F","30f",0,0,0
1877,61,"M","01a",0,0,0
1878,61,"M","01f",0,0,0
1879,61,"F","02a",0,0,0
1880,61,"F","02f",0,0,0
1881,61,"F","04f",0,0,0
1882,61,"M","06f",0,0,0
1883,61,"F","07a",0,0,0
1884,61,"M","07f",0,0,0
1885,61,"M","08a",0,0,0
1886,61,"M","10a",0,0,0
1887,61,"M","10f",0,0,0
1888,61,"M","13a",0,0,0
1889,61,"M","13f",0,0,0
1890,61,"M","15a",0,0,0
1891,61,"F","15f",0,0,0
1892,61,"M","16a",0,0,0
1893,61,"F","16f",0,0,0
1894,61,"F","17a",0,0,0
1895,61,"M","17f",0,0,0
1896,61,"F","18a",0,0,0
1897,61,"M","18f",0,0,0
1898,61,"M","19f",0,0,0
1899,61,"M","21a",0,0,0
1900,61,"F","21f",0,0,0
1901,61,"F","22a",0,0,0
1902,61,"F","22f",0,0,0
1903,61,"G","23a",0,0,0
1904,61,"F","23f",0,0,0
1905,61,"M","24a",0,0,0
1906,61,"B","24f",0,0,0
1907,61,"F","25a",0,0,0
1908,61,"M","25f",0,0,0
1909,61,"F","26a",0,0,0
1910,61,"M","26f",0,0,0
1911,61,"M","27f",0,0,0
1912,61,"M","28a",0,0,0
1913,61,"F","28f",0,0,0
1914,61,"B","29a",0,0,1
1915,61,"4","29b",0,0,0
1916,61,"F","29f",0,0,0
1917,61,"F","30a",0,0,0
1918,61,"M","30c",0,0,0
1919,61,"F","30f",0,0,0
1920,62,"F","01f",0,0,0
1921,62,"M","02a",0,0,0
1922,62,"M","02f",0,0,0
1923,62,"F","05a",0,0,0
1924,62,"M","05f",0,0,0
1925,62,"F","07f",0,0,0
1926,62,"M","08a",0,0,0
1927,62,"F","08f",0,0,0
1928,62,"M","10a",0,0,0
1929,62,"M","10f",0,0,0
1930,62,"F","11c",0,0,0
1931,62,"F","13a",0,0,0
1932,62,"M","13f",0,0,0
1933,62,"F","15a",0,0,0
1934,62,"M","15f",0,0,0
1935,62,"F","16f",0,0,0
1936,62,"F","18a",0,0,0
1937,62,"M","18f",0,0,0
1938,62,"M","21a",0,0,0
1939,62,"B","21f",0,0,0
1940,62,"F","22f",0,0,0
1941,62,"M","23a",0,0,0
1942,62,"F","23f",0,0,0
1943,62,"F","24a",0,0,0
1944,62,"F","24f",0,0,1
1945,62,"4","25f",0,0,0
1946,62,"F","26a",0,0,0
1947,62,"F","26e",0,0,0
1948,62,"G","26f",0,0,0
1949,62,"4","29a",0,0,0
1951,62,"F","29f",0,0,0
1950,62,"F","30a",0,0,1
1952,62,"F","30f",0,0,0
1955,64,"M","01f",0,0,0
1956,64,"F","09f",0,0,1
1957,64,"4","10f",0,0,0
1958,64,"F","18a",0,0,0
1959,64,"M","21a",0,0,0
1960,64,"F","22a",0,0,0
1961,64,"F","22f",0,0,0
1962,64,"F","26a",0,0,0
1963,64,"M","26f",0,0,0
1964,66,"M","01a",0,0,0
1965,66,"F","01f",0,0,0
1966,66,"F","02f",0,0,0
1967,66,"M","05a",0,0,0
1968,66,"F","05f",0,0,0
1969,66,"F","06f",0,0,0
1970,66,"M","07a",0,0,0
1971,66,"F","07f",0,0,0
1972,66,"F","09a",0,0,0
1973,66,"F","09f",0,0,0
1974,66,"F","10a",0,0,0
1975,66,"F","10f",0,0,0
1976,66,"F","12f",0,0,0
1977,66,"M","13a",0,0,0
1978,66,"M","13f",0,0,0
1980,66,"M","14a",0,0,0
1979,66,"F","14f",0,0,0
1981,66,"M","16a",0,0,0
1982,66,"F","16f",0,0,0
1983,66,"M","17f",0,0,0
1984,66,"M","18a",0,0,0
1985,66,"F","18f",0,0,0
1986,66,"M","20c",0,0,0
1987,66,"M","20f",0,0,0
1988,66,"F","21a",0,0,0
1989,66,"F","21f",0,0,0
1990,66,"M","23a",0,0,0
1991,66,"F","23f",0,0,0
1992,66,"F","25a",0,0,0
1993,66,"M","25c",0,0,0
1994,66,"M","25f",0,0,0
1995,66,"M","26a",0,0,0
1996,66,"F","26f",0,0,0
1997,66,"F","27d",0,0,0
1998,66,"F","28b",0,0,0
1999,66,"M","28d",0,0,0
2002,66,"F","28f",0,0,0
2000,66,"M","29a",0,0,0
2001,66,"M","29f",0,0,0
