"Car_Class","Space","Position","Pole","Wall","Door","Map","Legroom","Perpendicular","SeatPole","Vestibule"
"R143a","29b",0,1,4,0,0,0,0,0,0
"R143a","29c",0,1,4,0,0,0,0,0,0
"R143a","29d",0,1,4,0,0,0,0,0,0
"R143a","29e",0,1,4,0,0,0,0,0,0
"R143a","29f",2,0,1,6,0,0,0,0,0
"R160a","01a",1,0,1,0,0,0,0,0,0
"R160a","01b",0,0,4,0,0,0,0,0,0
"R160a","01c",0,0,4,0,0,0,0,0,0
"R160a","01d",0,0,4,0,0,0,0,0,0
"R160a","01e",0,0,4,0,0,0,0,0,0
"R160a","01f",1,0,2,0,0,0,0,0,0
"R160a","02a",1,0,0,2,0,0,0,0,0
"R160a","02b",0,1,0,0,0,0,0,0,0
"R160a","02c",0,0,0,0,0,0,0,0,0
"R160a","02d",0,0,0,0,0,0,0,0,0
"R160a","02e",0,1,0,0,0,0,0,0,0
"R160a","02f",1,0,0,1,0,0,0,0,0
"R160a","03a",0,1,0,3,0,0,0,0,0
"R160a","03b",0,1,0,0,0,0,0,0,1
"R160a","03c",0,1,0,0,0,0,0,0,1
"R160a","03d",0,1,0,0,0,0,0,0,1
"R160a","03e",0,1,0,0,0,0,0,0,1
"R160a","03f",0,1,0,3,0,0,0,0,0
"R160a","04a",0,1,0,3,0,0,0,0,0
"R160a","04b",0,1,0,0,0,0,0,0,1
"R160a","04c",0,1,0,0,0,0,0,0,1
"R160a","04d",0,1,0,0,0,0,0,0,1
"R160a","04e",0,1,0,0,0,0,0,0,1
"R160a","04f",0,1,0,3,0,0,0,0,0
"R160a","05a",1,0,0,1,0,0,0,0,0
"R160a","05b",0,1,0,0,0,0,0,0,0
"R160a","05c",0,0,0,0,0,0,0,0,0
"R160a","05d",0,0,0,0,0,0,0,0,0
"R160a","05e",0,1,0,0,0,0,0,0,0
"R160a","05f",1,0,0,2,0,0,0,0,0
"R160a","06a",1,0,0,0,0,0,0,0,0
"R160a","06b",0,0,0,0,0,0,0,0,0
"R160a","06c",0,0,0,0,0,0,0,0,0
"R160a","06d",0,0,0,0,0,0,0,0,0
"R160a","06e",0,0,0,0,0,0,0,0,0
"R160a","06f",1,0,0,0,0,0,0,0,0
"R160a","07a",1,0,0,0,0,0,0,2,0
"R160a","07b",0,1,0,0,0,0,0,0,0
"R160a","07c",0,0,0,0,0,0,0,0,0
"R160a","07d",0,0,0,0,0,0,0,0,0
"R160a","07e",0,1,0,0,0,0,0,0,0
"R160a","07f",1,0,0,0,0,0,0,1,0
"R160a","08a",1,0,0,0,0,0,0,1,0
"R160a","08b",0,1,0,0,0,0,0,0,0
"R160a","08c",0,0,0,0,0,0,0,0,0
"R160a","08d",0,0,0,0,0,0,0,0,0
"R160a","08e",0,1,0,0,0,0,0,0,0
"R160a","08f",1,0,0,0,0,0,0,2,0
"R160a","09a",1,0,0,0,2,0,0,0,0
"R160a","09b",0,0,0,0,0,0,0,0,0
"R160a","09c",0,0,0,0,0,0,0,0,0
"R160a","09d",0,0,0,0,0,0,0,0,0
"R160a","09e",0,0,0,0,3,0,0,0,0
"R160a","09f",1,0,0,0,1,0,0,0,0
"R160a","10a",1,0,0,2,2,0,0,0,0
"R160a","10b",0,1,0,0,0,0,0,0,0
"R160a","10c",0,0,0,0,0,0,0,0,0
"R160a","10d",0,0,0,0,0,0,0,0,0
"R160a","10e",0,1,0,0,3,0,0,0,0
"R160a","10f",1,0,0,1,1,0,0,0,0
"R160a","11a",0,1,0,3,0,0,0,0,0
"R160a","11b",0,1,0,0,0,0,0,0,1
"R160a","11c",0,1,0,0,0,0,0,0,1
"R160a","11d",0,1,0,0,0,0,0,0,1
"R160a","11e",0,1,0,0,0,0,0,0,1
"R160a","11f",0,1,0,3,0,0,0,0,0
"R160a","12a",0,1,0,3,0,0,0,0,0
"R160a","12b",0,1,0,0,0,0,0,0,1
"R160a","12c",0,1,0,0,0,0,0,0,1
"R160a","12d",0,1,0,0,0,0,0,0,1
"R160a","12e",0,1,0,0,0,0,0,0,1
"R160a","12f",0,1,0,3,0,0,0,0,0
"R160a","13a",1,0,0,1,0,0,0,0,0
"R160a","13b",0,1,0,0,0,0,0,0,0
"R160a","13c",0,0,0,0,0,0,0,0,0
"R160a","13d",0,0,0,0,0,0,0,0,0
"R160a","13e",0,1,0,0,0,0,0,0,0
"R160a","13f",1,0,0,2,0,0,0,0,0
"R160a","14a",1,0,0,0,0,0,0,0,0
"R160a","14b",0,0,0,0,0,0,0,0,0
"R160a","14c",0,0,0,0,0,0,0,0,0
"R160a","14d",0,0,0,0,0,0,0,0,0
"R160a","14e",0,0,0,0,0,0,0,0,0
"R160a","14f",1,0,0,0,0,0,0,0,0
"R160a","15a",1,0,0,0,0,0,0,2,0
"R160a","15b",0,1,0,0,0,0,0,0,0
"R160a","15c",0,0,0,0,0,0,0,0,0
"R160a","15d",0,0,0,0,0,0,0,0,0
"R160a","15e",0,1,0,0,0,0,0,0,0
"R160a","15f",1,0,0,0,0,0,0,1,0
"R160a","16a",1,0,0,0,0,0,0,1,0
"R160a","16b",0,1,0,0,0,0,0,0,0
"R160a","16c",0,0,0,0,0,0,0,0,0
"R160a","16d",0,0,0,0,0,0,0,0,0
"R160a","16e",0,1,0,0,0,0,0,0,0
"R160a","16f",1,0,0,0,0,0,0,2,0
"R160a","17a",1,0,0,0,0,0,0,0,0
"R160a","17b",0,0,0,0,0,0,0,0,0
"R160a","17c",0,0,0,0,0,0,0,0,0
"R160a","17d",0,0,0,0,0,0,0,0,0
"R160a","17e",0,0,0,0,0,0,0,0,0
"R160a","17f",1,0,0,0,0,0,0,0,0
"R160a","18a",1,0,0,2,0,0,0,0,0
"R160a","18b",0,1,0,0,0,0,0,0,0
"R160a","18c",0,0,0,0,0,0,0,0,0
"R160a","18d",0,0,0,0,0,0,0,0,0
"R160a","18e",0,1,0,0,0,0,0,0,0
"R160a","18f",1,0,0,1,0,0,0,0,0
"R160a","19a",0,1,0,3,0,0,0,0,0
"R160a","19b",0,1,0,0,0,0,0,0,1
"R160a","19c",0,1,0,0,0,0,0,0,1
"R160a","19d",0,1,0,0,0,0,0,0,1
"R160a","19e",0,1,0,0,0,0,0,0,1
"R160a","19f",0,1,0,3,0,0,0,0,0
"R160a","20a",0,1,0,3,0,0,0,0,0
"R160a","20b",0,1,0,0,0,0,0,0,1
"R160a","20c",0,1,0,0,0,0,0,0,1
"R160a","20d",0,1,0,0,0,0,0,0,1
"R160a","20e",0,1,0,0,0,0,0,0,1
"R160a","20f",0,1,0,3,0,0,0,0,0
"R160a","21a",1,0,0,1,0,0,0,0,0
"R160a","21b",0,1,0,0,0,0,0,0,0
"R160a","21c",0,0,0,0,0,0,0,0,0
"R160a","21d",0,0,0,0,0,0,0,0,0
"R160a","21e",0,1,0,0,0,0,0,0,0
"R160a","21f",1,0,0,2,0,0,0,0,0
"R160a","22a",1,0,0,0,0,0,0,0,0
"R160a","22b",0,0,0,0,0,0,0,0,0
"R160a","22c",0,1,0,0,0,0,0,0,0
"R160a","22d",0,1,0,0,0,0,0,0,0
"R160a","22e",0,0,0,0,0,0,0,0,0
"R160a","22f",1,0,0,0,0,0,0,0,0
"R160a","23a",1,0,0,0,0,0,0,2,0
"R160a","23b",0,1,0,0,0,0,0,0,0
"R160a","23c",0,1,0,0,0,0,0,0,0
"R160a","23d",0,1,0,0,0,0,0,0,0
"R160a","23e",0,1,0,0,0,0,0,0,0
"R160a","23f",1,0,0,0,0,0,0,1,0
"R160a","24a",1,0,0,0,0,0,0,1,0
"R160a","24b",0,1,0,0,0,0,0,0,0
"R160a","24c",0,0,0,0,0,0,0,0,0
"R160a","24d",0,0,0,0,0,0,0,0,0
"R160a","24e",0,1,0,0,0,0,0,0,0
"R160a","24f",1,0,0,0,0,0,0,2,0
"R160a","25a",1,0,0,0,1,0,0,0,0
"R160a","25b",0,0,0,0,3,0,0,0,0
"R160a","25c",0,0,0,0,0,0,0,0,0
"R160a","25d",0,0,0,0,0,0,0,0,0
"R160a","25e",0,0,0,0,0,0,0,0,0
"R160a","25f",1,0,0,0,2,0,0,0,0
"R160a","26a",1,0,0,2,1,0,0,0,0
"R160a","26b",0,1,0,0,3,0,0,0,0
"R160a","26c",0,1,0,0,0,0,0,0,0
"R160a","26d",0,1,0,0,0,0,0,0,0
"R160a","26e",0,1,0,0,0,0,0,0,0
"R160a","26f",1,0,0,1,2,0,0,0,0
"R160a","27a",0,1,0,3,0,0,0,0,0
"R160a","27b",0,1,0,0,0,0,0,0,1
"R160a","27c",0,1,0,0,0,0,0,0,1
"R160a","27d",0,1,0,0,0,0,0,0,1
"R160a","27e",0,1,0,0,0,0,0,0,1
"R160a","27f",0,1,0,3,0,0,0,0,0
"R160a","28a",0,1,0,3,0,0,0,0,0
"R160a","28b",0,0,0,0,0,0,0,0,1
"R160a","28c",0,0,0,0,0,0,0,0,1
"R160a","28d",0,0,0,0,0,0,0,0,1
"R160a","28e",0,0,0,0,0,0,0,0,1
"R160a","28f",0,1,0,3,0,0,0,0,0
"R160a","29a",0,1,4,0,0,0,0,0,0
"R160a","29b",0,1,4,0,0,0,0,0,0
"R160a","29c",0,1,4,0,0,0,0,0,0
"R160a","29d",0,1,4,0,0,0,0,0,0
"R160a","29e",0,1,4,0,0,0,0,0,0
"R160a","29f",0,1,4,0,0,0,0,0,0
"R160b","01a",1,0,1,0,0,0,0,0,0
"R160b","01b",0,0,4,0,0,0,0,0,0
"R160b","01c",0,0,4,0,0,0,0,0,0
"R160b","01d",0,0,4,0,0,0,0,0,0
"R160b","01e",0,0,4,0,0,0,0,0,0
"R160b","01f",1,0,2,0,0,0,0,0,0
"R160b","02a",1,0,0,2,0,0,0,0,0
"R160b","02b",0,1,0,0,0,0,0,0,0
"R160b","02c",0,0,0,0,0,0,0,0,0
"R160b","02d",0,0,0,0,0,0,0,0,0
"R160b","02e",0,1,0,0,0,0,0,0,0
"R160b","02f",1,0,0,1,0,0,0,0,0
"R160b","03a",0,1,0,3,0,0,0,0,0
"R160b","03b",0,1,0,0,0,0,0,0,1
"R160b","03c",0,1,0,0,0,0,0,0,1
"R160b","03d",0,1,0,0,0,0,0,0,1
"R160b","03e",0,1,0,0,0,0,0,0,1
"R160b","03f",0,1,0,3,0,0,0,0,0
"R160b","04a",0,1,0,3,0,0,0,0,0
"R160b","04b",0,1,0,0,0,0,0,0,1
"R160b","04c",0,1,0,0,0,0,0,0,1
"R160b","04d",0,1,0,0,0,0,0,0,1
"R160b","04e",0,1,0,0,0,0,0,0,1
"R160b","04f",0,1,0,3,0,0,0,0,0
"R160b","05a",1,0,0,1,0,0,0,0,0
"R160b","05b",0,1,0,0,0,0,0,0,0
"R160b","05c",0,0,0,0,0,0,0,0,0
"R160b","05d",0,0,0,0,0,0,0,0,0
"R160b","05e",0,1,0,0,0,0,0,0,0
"R160b","05f",1,0,0,2,0,0,0,0,0
"R160b","06a",1,0,0,0,0,0,0,0,0
"R160b","06b",0,0,0,0,0,0,0,0,0
"R160b","06c",0,0,0,0,0,0,0,0,0
"R160b","06d",0,0,0,0,0,0,0,0,0
"R160b","06e",0,0,0,0,0,0,0,0,0
"R160b","06f",1,0,0,0,0,0,0,0,0
"R160b","07a",1,0,0,0,0,0,0,2,0
"R160b","07b",0,1,0,0,0,0,0,0,0
"R160b","07c",0,0,0,0,0,0,0,0,0
"R160b","07d",0,0,0,0,0,0,0,0,0
"R160b","07e",0,1,0,0,0,0,0,0,0
"R160b","07f",1,0,0,0,0,0,0,1,0
"R160b","08a",1,0,0,0,0,0,0,1,0
"R160b","08b",0,1,0,0,0,0,0,0,0
"R160b","08c",0,0,0,0,0,0,0,0,0
"R160b","08d",0,0,0,0,0,0,0,0,0
"R160b","08e",0,1,0,0,0,0,0,0,0
"R160b","08f",1,0,0,0,0,0,0,2,0
"R160b","09a",1,0,0,0,2,0,0,0,0
"R160b","09b",0,0,0,0,0,0,0,0,0
"R160b","09c",0,0,0,0,0,0,0,0,0
"R160b","09d",0,0,0,0,0,0,0,0,0
"R160b","09e",0,0,0,0,3,0,0,0,0
"R160b","09f",1,0,0,0,1,0,0,0,0
"R160b","10a",1,0,0,2,2,0,0,0,0
"R160b","10b",0,1,0,0,0,0,0,0,0
"R160b","10c",0,0,0,0,0,0,0,0,0
"R160b","10d",0,0,0,0,0,0,0,0,0
"R160b","10e",0,1,0,0,3,0,0,0,0
"R160b","10f",1,0,0,1,1,0,0,0,0
"R160b","11a",0,1,0,3,0,0,0,0,0
"R160b","11b",0,1,0,0,0,0,0,0,1
"R160b","11c",0,1,0,0,0,0,0,0,1
"R160b","11d",0,1,0,0,0,0,0,0,1
"R160b","11e",0,1,0,0,0,0,0,0,1
"R160b","11f",0,1,0,3,0,0,0,0,0
"R160b","12a",0,1,0,3,0,0,0,0,0
"R160b","12b",0,1,0,0,0,0,0,0,1
"R160b","12c",0,1,0,0,0,0,0,0,1
"R160b","12d",0,1,0,0,0,0,0,0,1
"R160b","12e",0,1,0,0,0,0,0,0,1
"R160b","12f",0,1,0,3,0,0,0,0,0
"R160b","13a",1,0,0,1,0,0,0,0,0
"R160b","13b",0,1,0,0,0,0,0,0,0
"R160b","13c",0,0,0,0,0,0,0,0,0
"R160b","13d",0,0,0,0,0,0,0,0,0
"R160b","13e",0,1,0,0,0,0,0,0,0
"R160b","13f",1,0,0,2,0,0,0,0,0
"R160b","14a",1,0,0,0,0,0,0,0,0
"R160b","14b",0,0,0,0,0,0,0,0,0
"R160b","14c",0,0,0,0,0,0,0,0,0
"R160b","14d",0,0,0,0,0,0,0,0,0
"R160b","14e",0,0,0,0,0,0,0,0,0
"R160b","14f",1,0,0,0,0,0,0,0,0
"R160b","15a",1,0,0,0,0,0,0,2,0
"R160b","15b",0,1,0,0,0,0,0,0,0
"R160b","15c",0,0,0,0,0,0,0,0,0
"R160b","15d",0,0,0,0,0,0,0,0,0
"R160b","15e",0,1,0,0,0,0,0,0,0
"R160b","15f",1,0,0,0,0,0,0,1,0
"R160b","16a",1,0,0,0,0,0,0,1,0
"R160b","16b",0,1,0,0,0,0,0,0,0
"R160b","16c",0,0,0,0,0,0,0,0,0
"R160b","16d",0,0,0,0,0,0,0,0,0
"R160b","16e",0,1,0,0,0,0,0,0,0
"R160b","16f",1,0,0,0,0,0,0,2,0
"R160b","17a",1,0,0,0,0,0,0,0,0
"R160b","17b",0,0,0,0,0,0,0,0,0
"R160b","17c",0,0,0,0,0,0,0,0,0
"R160b","17d",0,0,0,0,0,0,0,0,0
"R160b","17e",0,0,0,0,0,0,0,0,0
"R160b","17f",1,0,0,0,0,0,0,0,0
"R160b","18a",1,0,0,2,0,0,0,0,0
"R160b","18b",0,1,0,0,0,0,0,0,0
"R160b","18c",0,0,0,0,0,0,0,0,0
"R160b","18d",0,0,0,0,0,0,0,0,0
"R160b","18e",0,1,0,0,0,0,0,0,0
"R160b","18f",1,0,0,1,0,0,0,0,0
"R160b","19a",0,1,0,3,0,0,0,0,0
"R160b","19b",0,1,0,0,0,0,0,0,1
"R160b","19c",0,1,0,0,0,0,0,0,1
"R160b","19d",0,1,0,0,0,0,0,0,1
"R160b","19e",0,1,0,0,0,0,0,0,1
"R160b","19f",0,1,0,3,0,0,0,0,0
"R160b","20a",0,1,0,3,0,0,0,0,0
"R160b","20b",0,1,0,0,0,0,0,0,1
"R160b","20c",0,1,0,0,0,0,0,0,1
"R160b","20d",0,1,0,0,0,0,0,0,1
"R160b","20e",0,1,0,0,0,0,0,0,1
"R160b","20f",0,1,0,3,0,0,0,0,0
"R160b","21a",1,0,0,1,1,0,0,0,0
"R160b","21b",0,1,0,0,3,0,0,0,0
"R160b","21c",0,0,0,0,0,0,0,0,0
"R160b","21d",0,0,0,0,0,0,0,0,0
"R160b","21e",0,1,0,0,0,0,0,0,0
"R160b","21f",1,0,0,2,2,0,0,0,0
"R160b","22a",1,0,0,0,1,0,0,0,0
"R160b","22b",0,0,0,0,3,0,0,0,0
"R160b","22c",0,0,0,0,0,0,0,0,0
"R160b","22d",0,0,0,0,0,0,0,0,0
"R160b","22e",0,0,0,0,0,0,0,0,0
"R160b","22f",1,0,0,0,2,0,0,0,0
"R160b","23a",1,0,0,0,0,0,0,2,0
"R160b","23b",0,1,0,0,0,0,0,0,0
"R160b","23c",0,0,0,0,0,0,0,0,0
"R160b","23d",0,0,0,0,0,0,0,0,0
"R160b","23e",0,1,0,0,0,0,0,0,0
"R160b","23f",1,0,0,0,0,0,0,1,0
"R160b","24a",1,0,0,0,0,0,0,1,0
"R160b","24b",0,1,0,0,0,0,0,0,0
"R160b","24c",0,0,0,0,0,0,0,0,0
"R160b","24d",0,0,0,0,0,0,0,0,0
"R160b","24e",0,1,0,0,0,0,0,0,0
"R160b","24f",1,0,0,0,0,0,0,2,0
"R160b","25a",1,0,0,0,0,0,0,0,0
"R160b","25b",0,0,0,0,0,0,0,0,0
"R160b","25c",0,0,0,0,0,0,0,0,0
"R160b","25d",0,0,0,0,0,0,0,0,0
"R160b","25e",0,0,0,0,0,0,0,0,0
"R160b","25f",1,0,0,0,0,0,0,0,0
"R160b","26a",1,0,0,2,0,0,0,0,0
"R160b","26b",0,1,0,0,0,0,0,0,0
"R160b","26c",0,0,0,0,0,0,0,0,0
"R160b","26d",0,0,0,0,0,0,0,0,0
"R160b","26e",0,1,0,0,0,0,0,0,0
"R160b","26f",1,0,0,1,0,0,0,0,0
"R160b","27a",0,1,0,3,0,0,0,0,0
"R160b","27b",0,1,0,0,0,0,0,0,1
"R160b","27c",0,1,0,0,0,0,0,0,1
"R160b","27d",0,1,0,0,0,0,0,0,1
"R160b","27e",0,1,0,0,0,0,0,0,1
"R160b","27f",0,1,0,3,0,0,0,0,0
"R160b","28a",0,1,0,3,0,0,0,0,0
"R160b","28b",0,1,0,0,0,0,0,0,1
"R160b","28c",0,1,0,0,0,0,0,0,1
"R160b","28d",0,1,0,0,0,0,0,0,1
"R160b","28e",0,1,0,0,0,0,0,0,1
"R160b","28f",0,1,0,3,0,0,0,0,0
"R160b","29a",1,0,0,1,0,0,0,0,0
"R160b","29b",0,1,0,0,0,0,0,0,0
"R160b","29c",0,0,0,0,0,0,0,0,0
"R160b","29d",0,0,0,0,0,0,0,0,0
"R160b","29e",0,1,0,0,0,0,0,0,0
"R160b","29f",1,0,0,2,0,0,0,0,0
"R160b","30a",1,0,2,0,0,0,0,0,0
"R160b","30b",0,0,4,0,0,0,0,0,0
"R160b","30c",0,0,4,0,0,0,0,0,0
"R160b","30d",0,0,4,0,0,0,0,0,0
"R160b","30e",0,0,4,0,0,0,0,0,0
"R160b","30f",1,0,1,0,0,0,0,0,0
"R32","01a",1,0,1,0,0,0,0,0,0
"R32","01b",0,0,4,0,0,0,0,0,0
"R32","01c",0,0,4,0,0,0,0,0,0
"R32","01d",0,0,4,0,0,0,0,0,0
"R32","02a",1,0,0,2,0,0,0,0,0
"R32","02b",0,0,0,0,0,0,0,0,0
"R32","02c",0,0,0,0,0,0,0,0,0
"R32","02d",0,0,0,0,0,0,0,0,0
"R32","03a",0,0,0,4,0,0,0,0,0
"R32","03b",0,0,0,0,0,0,0,0,1
"R32","03c",0,0,0,0,0,0,0,0,1
"R32","03d",0,0,0,0,0,0,0,0,1
"R32","03e",0,0,0,0,0,0,0,0,1
"R32","03f",1,0,2,0,0,0,0,0,0
"R32","04a",0,0,0,4,0,0,0,0,0
"R32","04b",0,0,0,0,0,0,0,0,1
"R32","04c",0,0,0,0,0,0,0,0,1
"R32","04d",0,0,0,0,0,0,0,0,1
"R32","04e",0,0,0,0,0,0,0,0,1
"R32","04f",1,0,0,1,0,0,0,0,0
"R32","05a",1,0,0,1,0,0,0,0,0
"R32","05b",0,0,0,0,0,0,0,0,1
"R32","05c",0,1,0,0,0,0,0,0,1
"R32","05d",0,1,0,0,0,0,0,0,1
"R32","05e",0,0,0,0,0,0,0,0,1
"R32","05f",0,0,0,4,0,0,0,0,0
"R32","06a",1,0,0,0,0,0,0,0,0
"R32","06b",0,0,0,0,0,0,0,0,1
"R32","06c",0,1,0,0,0,0,0,0,1
"R32","06d",0,1,0,0,0,0,0,0,1
"R32","06e",0,0,0,0,0,0,0,0,1
"R32","06f",0,0,0,4,0,0,0,0,0
"R32","07a",1,0,0,0,0,0,0,0,0
"R32","07b",0,0,0,0,0,0,0,0,0
"R32","07c",0,0,0,0,0,0,0,0,0
"R32","07d",0,0,0,0,0,0,0,0,0
"R32","07e",0,0,0,0,0,0,0,0,0
"R32","07f",1,0,0,2,0,0,0,0,0
"R32","08a",1,0,0,0,0,0,0,0,0
"R32","08b",0,0,0,0,0,0,0,0,0
"R32","08c",0,1,0,0,0,0,0,0,0
"R32","08d",0,1,0,0,0,0,0,0,0
"R32","08e",0,0,0,0,0,0,0,0,0
"R32","08f",1,0,0,0,0,0,0,0,0
"R32","09a",1,0,0,0,0,0,0,0,0
"R32","09b",0,0,0,0,0,0,0,0,0
"R32","09c",0,1,0,0,0,0,0,0,0
"R32","09d",0,1,0,0,0,0,0,0,0
"R32","09e",0,0,0,0,0,0,0,0,0
"R32","09f",1,0,0,0,0,0,0,0,0
"R32","10a",1,0,0,0,1,0,0,0,0
"R32","10b",0,0,0,0,3,0,0,0,0
"R32","10c",0,0,0,0,0,0,0,0,0
"R32","10d",0,0,0,0,0,0,0,0,0
"R32","10e",0,0,0,0,0,0,0,0,0
"R32","10f",1,0,0,0,2,0,0,0,0
"R32","11a",1,0,0,2,1,0,0,0,0
"R32","11b",0,0,0,0,3,0,0,0,0
"R32","11c",0,1,0,0,0,0,0,0,0
"R32","11d",0,1,0,0,0,0,0,0,0
"R32","11e",0,0,0,0,0,0,0,0,0
"R32","11f",1,0,0,0,2,0,0,0,0
"R32","12a",0,0,0,4,0,0,0,0,0
"R32","12b",0,0,0,0,0,0,0,0,1
"R32","12c",0,1,0,0,0,0,0,0,1
"R32","12d",0,1,0,0,0,0,0,0,1
"R32","12e",0,0,0,0,0,0,0,0,1
"R32","12f",1,0,0,0,0,0,0,0,0
"R32","13a",0,0,0,4,0,0,0,0,0
"R32","13b",0,0,0,0,0,0,0,0,1
"R32","13c",0,0,0,0,0,0,0,0,1
"R32","13d",0,0,0,0,0,0,0,0,1
"R32","13e",0,0,0,0,0,0,0,0,1
"R32","13f",1,0,0,1,0,0,0,0,0
"R32","14a",1,0,0,1,0,0,0,0,0
"R32","14b",0,0,0,0,0,0,0,0,1
"R32","14c",0,0,0,0,0,0,0,0,1
"R32","14d",0,0,0,0,0,0,0,0,1
"R32","14e",0,0,0,0,0,0,0,0,1
"R32","14f",0,0,0,4,0,0,0,0,0
"R32","15a",1,0,0,0,0,0,0,0,0
"R32","15b",0,0,0,0,0,0,0,0,1
"R32","15c",0,0,0,0,0,0,0,0,1
"R32","15d",0,0,0,0,0,0,0,0,1
"R32","15e",0,0,0,0,0,0,0,0,1
"R32","15f",0,0,0,4,0,0,0,0,0
"R32","16a",1,0,0,0,0,0,0,0,0
"R32","16b",0,0,0,0,0,0,0,0,0
"R32","16c",0,1,0,0,0,0,0,0,0
"R32","16d",0,1,0,0,0,0,0,0,0
"R32","16e",0,0,0,0,0,0,0,0,0
"R32","16f",1,0,0,2,0,0,0,0,0
"R32","17a",1,0,0,0,0,0,0,0,0
"R32","17b",0,0,0,0,0,0,0,0,0
"R32","17c",0,1,0,0,0,0,0,0,0
"R32","17d",0,1,0,0,0,0,0,0,0
